,collection_date,lineage,abundance
396,2024-02-14,XBB.1.5.X,0.0
397,2023-08-29,XBB.1.5.X,0.00093439
398,2024-09-11,XBB.1.5.X,0.0
399,2024-07-29,XBB.1.5.X,0.0
400,2024-04-22,XBB.1.5.X,0.0
401,2024-07-30,XBB.1.5.X,0.0
402,2022-06-21,XBB.1.5.X,0.0
403,2024-03-25,XBB.1.5.X,8.100000000000001e-07
404,2023-09-20,XBB.1.5.X,0.24802823000000002
405,2024-05-23,XBB.1.5.X,0.0
406,2024-04-08,XBB.1.5.X,0.0
407,2021-12-14,XBB.1.5.X,0.0
408,2023-08-18,XBB.1.5.X,1.0000014
409,2023-04-05,XBB.1.5.X,0.79928935
410,2023-08-03,XBB.1.5.X,0.55052439
411,2024-12-02,XBB.1.5.X,0.0
412,2024-10-07,XBB.1.5.X,0.0
413,2024-04-15,XBB.1.5.X,6e-07
414,2023-10-03,XBB.1.5.X,0.18483988
415,2022-05-03,XBB.1.5.X,2.182e-05
416,2023-10-18,XBB.1.5.X,0.28752027
417,2023-04-11,XBB.1.5.X,0.4024167600000001
418,2022-10-18,XBB.1.5.X,0.0
419,2024-07-30,XBB.1.5.X,0.0
420,2024-12-03,XBB.1.5.X,0.0
421,2023-10-26,XBB.1.5.X,0.13660893999999998
422,2022-01-10,XBB.1.5.X,0.0
423,2023-10-09,XBB.1.5.X,3.6e-07
424,2024-11-15,XBB.1.5.X,2.65e-06
425,2022-04-19,XBB.1.5.X,0.0
426,2021-12-14,XBB.1.5.X,8.5e-07
427,2023-10-04,XBB.1.5.X,0.10493071999999999
428,2022-10-25,XBB.1.5.X,0.0
429,2025-01-07,XBB.1.5.X,0.0
430,2024-01-15,XBB.1.5.X,0.0
431,2023-08-15,XBB.1.5.X,0.0006906000000000001
432,2023-09-05,XBB.1.5.X,0.6696409299999999
433,2024-07-03,XBB.1.5.X,8.7e-07
434,2023-11-02,XBB.1.5.X,0.06850266
435,2023-09-05,XBB.1.5.X,0.24875042999999994
436,2024-09-20,XBB.1.5.X,3.7499999999999997e-06
437,2023-05-24,XBB.1.5.X,0.999844
438,2024-09-03,XBB.1.5.X,0.0
439,2024-09-09,XBB.1.5.X,0.0
440,2023-07-18,XBB.1.5.X,0.0030912100000000005
441,2023-07-27,XBB.1.5.X,0.99423886
442,2024-02-12,XBB.1.5.X,0.0
443,2024-09-30,XBB.1.5.X,0.0
444,2023-08-25,XBB.1.5.X,0.9996884499999998
445,2021-12-20,XBB.1.5.X,0.0
446,2024-04-29,XBB.1.5.X,0.0
447,2024-03-06,XBB.1.5.X,7.492e-05
448,2022-06-28,XBB.1.5.X,2.116e-05
449,2022-09-06,XBB.1.5.X,0.0
450,2023-09-19,XBB.1.5.X,0.31450128000000005
451,2024-04-11,XBB.1.5.X,0.0
452,2024-08-27,XBB.1.5.X,3.2399999999999995e-06
453,2024-08-15,XBB.1.5.X,0.0
454,2023-08-28,XBB.1.5.X,0.00272097
455,2023-10-17,XBB.1.5.X,0.06887617
456,2024-04-22,XBB.1.5.X,0.0
457,2022-10-12,XBB.1.5.X,0.0
458,2023-04-12,XBB.1.5.X,0.8963312900000001
459,2022-11-22,XBB.1.5.X,0.0
460,2024-04-25,XBB.1.5.X,0.0
461,2023-10-03,XBB.1.5.X,0.10317488
462,2023-09-28,XBB.1.5.X,0.28966817999999994
463,2024-10-21,XBB.1.5.X,3.8e-07
464,2024-10-02,XBB.1.5.X,7.7e-07
465,2022-05-03,XBB.1.5.X,2.1629999999999998e-05
466,2024-05-13,XBB.1.5.X,4.1e-07
467,2024-12-10,XBB.1.5.X,0.0
468,2024-04-09,XBB.1.5.X,0.0
469,2024-03-13,XBB.1.5.X,2.6100000000000004e-06
470,2024-07-05,XBB.1.5.X,1.22e-06
471,2024-07-02,XBB.1.5.X,0.0
472,2024-07-09,XBB.1.5.X,6.9e-07
473,2024-10-08,XBB.1.5.X,0.0
474,2022-03-07,XBB.1.5.X,3.239e-05
475,2024-02-05,XBB.1.5.X,0.0
476,2023-10-25,XBB.1.5.X,0.0
477,2024-10-10,XBB.1.5.X,2.8e-07
478,2024-03-14,XBB.1.5.X,0.0
479,2024-11-26,XBB.1.5.X,3.3e-07
480,2024-12-03,XBB.1.5.X,5.9e-07
481,2022-05-10,XBB.1.5.X,0.0
482,2024-10-22,XBB.1.5.X,0.0
483,2023-04-18,XBB.1.5.X,0.76642049
484,2022-11-08,XBB.1.5.X,0.0
485,2023-10-20,XBB.1.5.X,2.2e-06
486,2022-05-10,XBB.1.5.X,0.0
487,2024-04-30,XBB.1.5.X,0.0
488,2023-05-24,XBB.1.5.X,0.99947355
489,2024-12-11,XBB.1.5.X,0.0
490,2023-09-15,XBB.1.5.X,0.31868544000000004
491,2024-12-03,XBB.1.5.X,0.0
492,2024-11-12,XBB.1.5.X,0.0
493,2023-09-05,XBB.1.5.X,0.05332928
494,2022-05-03,XBB.1.5.X,1.492e-05
495,2024-08-27,XBB.1.5.X,0.0
496,2023-11-13,XBB.1.5.X,0.058103089999999996
497,2022-09-28,XBB.1.5.X,0.0
498,2024-03-05,XBB.1.5.X,0.0
499,2024-07-17,XBB.1.5.X,0.0
500,2023-02-27,XBB.1.5.X,0.7509403299999999
501,2022-04-11,XBB.1.5.X,0.0
502,2024-04-08,XBB.1.5.X,0.0
503,2024-11-26,XBB.1.5.X,0.0
504,2024-07-01,XBB.1.5.X,0.0
505,2023-11-07,XBB.1.5.X,0.31406775000000003
506,2024-05-08,XBB.1.5.X,0.0
507,2023-10-30,XBB.1.5.X,8.099999999999999e-07
508,2024-05-13,XBB.1.5.X,0.0
509,2024-10-22,XBB.1.5.X,0.0
510,2024-10-02,XBB.1.5.X,3e-07
511,2024-10-23,XBB.1.5.X,0.0
512,2024-06-27,XBB.1.5.X,0.0
513,2022-01-24,XBB.1.5.X,0.0
514,2024-11-13,XBB.1.5.X,0.0
515,2025-01-14,XBB.1.5.X,0.0
516,2022-05-03,XBB.1.5.X,0.0
517,2024-03-12,XBB.1.5.X,0.0
518,2023-08-07,XBB.1.5.X,0.1930861
519,2023-04-12,XBB.1.5.X,0.7819100899999997
520,2022-01-25,XBB.1.5.X,0.0
521,2023-10-24,XBB.1.5.X,0.0
522,2022-04-05,XBB.1.5.X,0.0
523,2024-08-29,XBB.1.5.X,6.499999999999999e-07
524,2023-09-10,XBB.1.5.X,0.24380779
525,2024-05-08,XBB.1.5.X,0.0
526,2022-05-16,XBB.1.5.X,4.2e-06
527,2024-10-30,XBB.1.5.X,0.0
528,2025-01-14,XBB.1.5.X,0.0
529,2022-11-01,XBB.1.5.X,0.0
530,2023-04-18,XBB.1.5.X,0.9014229399999997
531,2023-10-20,XBB.1.5.X,0.04096195
532,2024-05-02,XBB.1.5.X,0.0
533,2022-02-15,XBB.1.5.X,0.0
534,2022-05-10,XBB.1.5.X,0.0
535,2023-10-05,XBB.1.5.X,0.30769120000000005
536,2024-07-30,XBB.1.5.X,1.06e-06
537,2024-08-14,XBB.1.5.X,4.9e-07
538,2024-02-21,XBB.1.5.X,0.0
539,2023-12-12,XBB.1.5.X,0.0
540,2024-05-23,XBB.1.5.X,0.0
541,2024-05-14,XBB.1.5.X,4.7e-07
542,2024-11-20,XBB.1.5.X,0.0
543,2024-10-15,XBB.1.5.X,0.0
544,2023-08-24,XBB.1.5.X,0.00023871
545,2022-09-27,XBB.1.5.X,0.0
546,2023-09-05,XBB.1.5.X,0.15147575000000002
547,2022-05-03,XBB.1.5.X,0.0
548,2024-04-15,XBB.1.5.X,0.0
549,2023-01-31,XBB.1.5.X,0.0
550,2022-10-18,XBB.1.5.X,0.0
551,2024-04-23,XBB.1.5.X,0.0
552,2024-10-09,XBB.1.5.X,0.0
553,2024-04-24,XBB.1.5.X,0.0
554,2024-10-22,XBB.1.5.X,0.0
555,2023-05-24,XBB.1.5.X,0.9991599999999999
556,2024-05-22,XBB.1.5.X,6.2e-07
557,2024-10-09,XBB.1.5.X,0.0
558,2024-08-14,XBB.1.5.X,0.0
559,2023-05-26,XBB.1.5.X,0.17015561999999998
560,2024-03-25,XBB.1.5.X,2.18e-06
561,2022-01-24,XBB.1.5.X,0.0
562,2023-10-31,XBB.1.5.X,0.00049282
563,2023-11-07,XBB.1.5.X,0.00067119
564,2024-03-01,XBB.1.5.X,2.18e-06
565,2023-08-22,XBB.1.5.X,0.73945434
566,2024-07-16,XBB.1.5.X,0.0
567,2022-04-11,XBB.1.5.X,0.0
568,2024-01-18,XBB.1.5.X,0.0
569,2024-08-12,XBB.1.5.X,3.54e-06
570,2022-09-07,XBB.1.5.X,0.0
571,2024-04-15,XBB.1.5.X,0.0
